	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	capillary endothelial cell	endothelial cell	endothelial cell of artery	fibroblast	macrophage	mast cell	natural killer cell	neutrophil	pericyte	smooth muscle cell	vein endothelial cell
KHDRBS1	0.242675	0.281075	0.751216	0.231583	0.0494365	0.20105	0.30432	0.113447	0.430864	0	0.324995	0.251967	0.722358
KHDRBS3	0	0.000357809	0	0	0	0.0328755	0.000112222	0	0	0	0.0391646	0.188792	0
KHK	0	0	0	0.108498	0	0	0.000447846	0	0	0	0.0500337	0	0
KHNYN	0.0614791	0	0.0938893	0.0494623	0.490582	0.126031	0.0581706	0	0	0	0.0325723	0.0757866	0.25151
KHSRP	0.0113471	0	0.0732554	0.0394438	0.0146181	0.0701878	0.267532	0	0.0385589	0.0539846	0.0053289	8.81159e-05	0
KIAA0040	0.320927	0.36736	0	0.107883	0	0.10285	0.14108	0	0	0.0539846	0.347758	0.0961712	0
KIAA0232	0.0669937	0.000312174	0	0.0166105	0	0.142533	0.0563642	0	0	0	0.0992513	0.0573345	0
KIAA0319L	0.119817	0	0	0.328519	0.0717516	0.140514	0.16365	0	0.160221	0.0539846	0.0911093	0.0272193	0
KIAA0408	0	0	0	0	0	0.0501503	0	0	0	0	0	0	0
KIAA0513	0.148236	0.0673195	0	0	0	0	0.0350591	0.239131	0	0	0	0.0316536	0
KIAA0586	0.101466	0	0	0.316479	0	0.0552409	0.0251685	0	0.442102	0	0.0413275	0.0532919	0
KIAA0753	0	0	0	0.0723593	0	0.055414	0	0	0.502443	0	0	0.00387572	0
KIAA0825	0	0	0	0.0216772	0	0.114305	0.130161	0.00314897	0	0	0.0446935	0	0
KIAA0930	0	0	0	0.0532884	0	0.118717	0.168064	0.291084	0	0	0.093353	0	0
KIAA1143	0.0592635	0.22343	0.461783	0.226354	0.55674	0.0713134	0.0191451	0	0.493667	0	0.013471	0.108675	0.348851
KIAA1191	0.0257173	0.143618	0	0.177589	0.575377	0.111437	0.145973	0	0.390382	0	0.413992	0.0980909	0
KIAA1210	0	0	0	0	0	1.64037e-05	0.0277454	0	0	0	5.24128e-05	0	0
KIAA1217	0	0	1.70825	0.255927	0.599488	0.171243	0	0	0	0	0.00133176	0	0.490853
KIAA1328	0.0678213	0.195843	0	0	0	0.0100729	0	0	0	0	0.0882361	0.0336611	0.0329569
KIAA1522	0	0	0	0	0	0.0162821	0	0	0	0	5.87177e-05	0	0
KIAA1549	0	0	0	0	0	0.00202816	0.123082	0.897837	0.00112935	0	0	0	0
KIAA1586	0.0953476	0	0	0.0168336	0.00172758	0.0684604	0.000818758	0	0	0	0.130609	0.105422	0
KIAA1614	0	0	0	0.0304544	0	0.0304527	0.00105251	0	0	0	0	0	0
KIAA1671	0	0	0	0.100544	0.210031	0.0601667	0.00157946	0.000389651	0	0	0.195551	0.254763	0.653668
KIAA1755	0	0	0	0	0	0.110085	0	0.000220402	0	0	0.0245027	0	0
KIAA1958	0	0	0.00128635	0	0	1.87002e-05	0	0.245912	0.0018871	0	0.0242737	0.000204934	0
KIAA2013	0	0.14028	0	0.222495	0.386277	0.0804445	0.143689	0.097851	0	0	0.0144029	0	0.395629
KIAA2026	0.221042	0.167902	0.178859	0.265533	0	0.213265	0.177755	0.074035	0	0	0.0432232	0.220069	0
KIDINS220	0.121167	0	0	0.0526893	0.015235	0.170674	0.291372	0.571416	0	0	0.322801	0.354894	1.2336
KIF13A	0	0.00119789	0.142895	0.0259597	0	0.0657757	0.00708542	0	0	0	0.0736244	0.19291	0
KIF13B	0.0437568	0.187211	0	0.059585	0.44186	0.0197343	0.105292	0.432615	0	0	0.0226061	0.0637078	0
KIF15	0	0	0	0.0106384	0	0.00165237	0	0	0	0	0.0084892	0	0
KIF16B	0.0640786	0	0	0.0865399	0.000452523	0.0691391	0.0529157	0.00340451	0	0	0.0758796	0	0.000925074
KIF17	0	0	0.426698	0.0698741	0	0	0	0	0	0	0	0	0
KIF18A	0	0.0547711	0.32359	0	0	0	0	0	0	0	0.0013623	0.0492689	0
KIF1B	0.0289687	0.152521	0.325056	0.176779	0.136049	0.16373	0.162342	0.372659	0	0	0.169286	0.207674	0.919233
KIF1C	0.000925112	0	0.337614	0.161193	0.0467695	0.11612	0.170544	0.168764	0	0	0.172195	0.123107	0
KIF20B	0.0547669	0.0276125	0	0.0233051	0.604306	0.0190256	0	0	0	0	0.167912	0	0
KIF21A	0.160558	0.119789	0	0.044692	0	0.121126	0.054176	0	0	0	0	0	0
KIF21B	0.108906	0.134097	0	0.000351739	0	0	0.0442707	0.38294	0	0	0	0	0
KIF22	0.209766	0.157218	0	0.092985	0	0.0939548	0.112902	0.293603	0	0	0.112112	0.0547068	0.250958
KIF23	0	0	0	0	0	3.98763e-05	0	0	0	0	0.000975556	0.00217022	0
KIF24	0.000335506	0	0	0	0	7.66712e-05	0.0322294	0.0310182	0	0	0	6.56533e-05	0
KIF26A	0	0	0	0.10442	0.0305007	0	0	0	0	0	0	0	0
KIF27	0.0686506	0.131964	0	0.000333796	0	0.0582361	0	0.00340451	0	0	0.011731	0.0319872	0
KIF2A	0.145167	0.0107656	0	0.046117	0.148372	0.175087	0.140139	0.000389651	0	0	0.0791059	0.000911061	0.158216
KIF3A	0.0224487	0.12632	0	0.155447	0	0.209407	0	0.0721879	0	0	0.0845966	0.130576	0
KIF3B	0.0845668	0.105776	0	0.161865	0	0.218292	0.0406743	0	0.000945777	0	0.242992	0.415978	0
KIF3C	0	0	0.217851	0	0	0.00100733	0.0924636	0	0	0	0.036191	0.0674366	0
KIF5A	0	0	0	0	0	6.42052e-05	0.0295485	0.114189	0	0	0.0378253	0.0416856	0
KIF5B	0.277141	0.65804	0.863566	0.440405	0.795879	0.610385	0.553008	0.360106	0	0.0671564	0.847371	1.12949	1.86412
KIF5C	0.0223411	0.000183095	0	0	0	0.0241069	0	0	0	0	0	0	0
KIF6	0	0.000114703	0	4.00529e-05	0	0	0	0	0	0	0	0.00130571	0
KIF7	0	0	0	0	0	0.0484732	0	0	0	0	0.0265103	0.0287331	0
KIF9	0.0462115	0.0479567	0	0.0341683	0	0.0430489	0	0.277811	0	0	0.0695012	0.170402	0.449766
KIFAP3	0.226756	0	0	0.133926	0	0.0779819	0.116127	0	0.381517	0	0.359126	0.00134378	0
KIFC3	0	0	0	0.061073	0	0.0233397	0.0680055	0	0	0	0	0.0485716	0
KIN	0.10148	0.0773719	0.000892616	0.21635	0	0.107158	0.12848	0	0	0	0.1252	0.0974021	0
KIR2DL3	5.22822e-05	0	0	0	0	0	0	0.000245037	0.0061857	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0.696736	0	0	0	0
KIT	0	0	0	0	0	0	0	2.25443	0	0	0	0.000179934	0
KITLG	0.000352176	0	0	0.0269219	0	0.111045	0	0	0	0	0.0356528	0	0
KL	0	0	0.81835	0.0658216	0	0.0473629	0	0	0	0	0	0	0.538387
KLB	0.000189135	0	0	7.52876e-05	0	3.42817e-05	0.114511	0.0351087	0	0	0	0	0
KLC1	0.194486	0.252657	0.0737966	0.278625	0.423122	0.12223	0.104036	0.266193	0.178727	0	0.211709	0.197889	0.425203
KLC2	0	0	0	0	0	0	0.000181774	0	0	0	0.0150823	0.0308888	0
KLC3	0	0	0	4.00529e-05	0	0.000106955	0	0.000778241	0	0	0	0	0
KLC4	0	0	0	0.0188686	0	0.0801072	0	0	0	0	0	0	0
KLF10	0.0483613	0.000453593	1.30509	0.752254	0.618107	0.446763	0.305412	0.263188	0	0	0.242372	0.32011	1.09406
KLF11	0	0.00628383	0.281097	0.135397	0.0129932	0.0520632	0.176652	0	0	0	0.118766	0.058904	0
KLF12	0.376211	0.0930185	0	0.0289389	0.217394	0.086717	0	0	0.00199241	0	0.0912017	0.135345	0
KLF13	0.113834	0.167263	0.000644003	0.207648	0	0.195479	0.0215497	0	0.0888844	0	0.0888165	0.227537	0
KLF15	0	0	0	0.0432387	0	0.0487103	0	0	0	0	0.010627	0.00499743	0
KLF16	0	0	0	0.0176147	0	0.00494807	0.0575922	0	0	0	0.00103896	0	0
KLF2	0.257338	0.186927	0.310896	0.770311	0.933827	0.616287	0.824333	0.00672978	0.472671	1.13218	0.520364	0.641664	0.362522
KLF3	0.0519244	0.18192	0.0373916	0.359981	0.644754	0.409588	0.398488	0.0604755	0	0	0.0611411	0.110933	0
KLF4	0.0290585	0	0.938356	0.918055	1.48697	1.07245	0.663517	0.382254	0	0	0.0645527	0.269742	0.579257
KLF5	0.125813	0	0	0	0	0.0197655	0	0	0	0	0	0	0
KLF6	2.99264	2.80556	1.78125	1.15012	2.16126	1.38043	2.23613	2.5276	3.09809	1.13372	1.50684	1.80551	0.827495
KLF7	0.0352209	0	0.0616978	0.307088	0.29679	0.170875	0.287742	0	0	0	0.10591	0.134051	0
KLF8	0	0	0	0.114625	0	0.0340585	0	0	0	0	0.104456	0.0390881	0.38884
KLF9	0.0849331	0.224134	0.661217	0.515014	0.701704	0.899597	0.55324	0.272668	0.392051	0	0.604141	0.678156	2.36818
KLHDC1	0	0	0	0.0764332	0	0.024754	0.124454	0	0	0	0.00152929	8.81159e-05	0
KLHDC10	0.0643914	0.0338906	0.000472377	0.0420272	0.330951	0.0553769	0.0959482	0	0	0	0.119126	0.0548276	0
KLHDC2	0.342047	0.219294	0	0.383116	0.444745	0.425496	0.106056	0.278374	0	0	0.43647	0.495705	0.016395
KLHDC3	0.0781269	0.114768	0	0.0866075	0.081086	0.160127	0.0153419	0	0	0	0.268027	0.217522	0.558405
KLHDC4	0.0363475	0	0	0.0483575	0	0.0869001	0.0850925	0.138269	0.385479	0	0.125587	0.0270893	0
KLHDC8B	0	0	0.564378	0.0697655	0	0.10341	0	0	0	0	0.110478	0.0914673	0
KLHL12	0.174903	9.62956e-05	0	0.286593	0.769785	0.0927255	0.00932816	0.00155227	0	0	0.110274	0.286507	0
KLHL13	0	0	0	4.53856e-05	0	0.0204976	0.10796	0	0	0	0.0189417	0	0
KLHL15	0.0658919	0.000312174	0.427227	0	0.133291	0.0282254	0	0.356807	0	0	0	0.0826786	0
KLHL17	0	0	0	0	0.28273	0.00419874	0.161928	0	0.0148955	0	0.0455435	0	0
KLHL18	0.0386697	0.0602733	0	0.0806442	0	0.116913	0.206644	0.495395	0	0	8.98944e-05	0.00398006	0
KLHL2	0	0	0.00141446	0.0379963	0	0.0213404	0.209465	0	0	0	0	0.12251	0
KLHL20	0.190184	0.0996653	0.411524	0.167675	0.633871	0.118788	0.0674002	0.175873	0	0	0.219782	0.331304	0.00184844
KLHL21	0.064049	0	0	0.0193888	0	0.0979922	0.0942159	0.284081	0	0	0.0346088	6.56533e-05	0
KLHL22	0	0	0	0.0019616	0	0.000301626	0.00103602	0	0	0	0	0	0
KLHL23	0	0	0	0.00190239	0.317891	0.00676792	0.00977964	0	0.0432848	0	0.339907	0.0457561	0
KLHL24	0.066426	0	0.758123	0.0262295	0.820277	0.138271	0.201628	0	0.0725599	0	0.108633	0.0879378	0
KLHL25	0	0	0	0.000119328	0	0.00636288	0	0	0	0	0.00782796	0	0
KLHL26	0.000563375	0	0	0	0	0.0193576	0.00150106	0.257499	0	0	0.070825	0.151157	0
KLHL28	0.299238	0.140245	0.00139057	0.0985904	0	0.141245	0.206082	0	0	0	0.113282	0.0515264	0
KLHL29	0	0	0	0	0.00180642	0.102725	0	0	0	0	0.0430138	0	0
KLHL3	0.0227844	0	0	0.126275	0	0.0238553	0.0264734	0.152666	0	0	0.0285876	0	1.68196
KLHL30	0.000130352	0	0	0	0	0	0	0	0	0	0.0411818	0.0950812	0
KLHL35	0.0565386	0.000364921	0	0	0	0.0256905	0	0	0	0	0.0162941	0	0
KLHL36	0.122665	0.0726772	0	0.163342	0	0.153527	0.103223	0	0.337473	0	0.0608571	0.10861	0
KLHL5	0	0.228061	0.128672	0.273522	0.521315	0.0758348	0.171456	0	0	0	0.0676971	0.0652262	0
KLHL6	0.0462629	0	0	0.0355608	0	0	0.142453	0	0	0	0	0	0
KLHL7	0.0511537	0.109613	0	0.0230589	0	0.14467	0.0104796	0.219277	0.0018871	0	0.0123819	0.147456	0
KLHL8	0	0.131601	0	0.0781208	0	0.0966515	0.207961	0.116269	0	0	0.000637099	0.0206448	0
KLHL9	0	0.0407425	0	0.223412	0.0591768	0.120993	0.191719	0	0.483899	0	0.123227	0.0775761	0
KLRB1	0.870617	0.281396	0	0	0	0.00707958	0	0	1.08442	0	0	8.96899e-05	0
KLRC1	0.160043	0.115307	0	0	0	3.83418e-05	0	0	1.29801	0	7.96299e-05	0	0
KLRC2	0.00395178	0.0666307	0	0	0	0	0	0	0.29434	0	0	0	0
KLRC3	0.000183464	0.00504734	0	0	0	0	0	0	0.283346	0	0	0	0
KLRC4	0.0173046	0.0806979	0	0	0	0	0	0	0	0	0	0	0
KLRD1	0.522054	0.870812	0	0	0	0.0238919	0.000146931	0	2.90465	0	0	8.96899e-05	0
KLRF1	0.0699065	0	0	0.00374634	0	0	0	0	0.739693	0	0	0	0
KLRG1	0.226481	0.451273	0	0	0	0.0109671	0	0.423293	0	0	0	0	0
KLRK1	0.23353	0.349053	0	0	0	0.0270238	0	0	0.610587	0	0	0	0
KMO	0	0.000185361	0	0	0	6.49375e-05	0.107093	0	0	0	0	0	0
KNG1	0.000325005	0.000227816	0	0	0	2.39188e-05	0.00132672	0	0	0	0	0	0
KNTC1	0.000444983	0.000400482	0	0.000288609	0	0.0166374	0.000447846	0.000245037	0	0	4.0813e-05	0	0.164253
KPNA1	0.0751708	0.166469	0.12165	0.0503452	0.088431	0.133221	0.146428	0.132933	0	0	0.22822	0.208558	0.345612
KPNA2	0.222263	0.210479	0.533664	0.194872	0.0790902	0.321853	0.230971	0.809258	0	0	0.161903	0.0803031	0
KPNA3	0.161141	0.137682	0	0.0332092	0.0752174	0.2715	0.139544	0.186951	0	0	0.127514	0.311211	0
KPNA4	0.361729	0.386874	0.766001	0.195108	0.611698	0.29146	0.248373	0.794265	0.688096	0	0.525289	0.33763	0.980962
KPNA5	0.0657039	0.0370586	0.0639848	0.103245	0.00172758	0.125507	0.00908346	0	0.00477511	0	0.0606109	0.00849237	0
KPNA6	0.227	0.0195785	0	0.443785	0.307656	0.37823	0.239907	0.176812	0.570045	0	0.543903	0.416993	0.187058
KPNB1	0.423565	0.329834	0.0875429	0.292553	0.245434	0.568914	0.348992	0.0822271	0.648907	0	0.36711	0.484411	0
KPTN	0	0	0	0.00324207	0	0.0336753	0	0	0	0	0.0191432	0	0
KRAS	0.00576218	0.309719	0	0.331006	0.180305	0.145816	0.163003	0	0.519915	0	0.259279	0.231761	0.69936
KRBA2	0	0	0	0.0409626	0	0.0042047	0	0.106225	0	0	0	0.110406	0.0424286
KRBOX1	0	0	0	0	0	0.0186955	0	0	0	0	0.0742825	0	0
KRCC1	0.276658	0.309084	0	0.23006	0.536773	0.347308	0.0954453	0.199423	0	0	0.112382	0.00205686	0
KREMEN1	0	0	0	0.000138837	0	0.144321	0	0.0516358	0	0	0.051338	0	0
KRI1	0.00861026	0.0549939	0.0252675	0.0980922	0	0.0662612	0.0169224	0.35187	0	0	0.083276	0.113084	0
KRIT1	0.0680812	0.000185361	0.136984	0.018769	0.000452523	0.0840594	0.0481399	0	0.00192375	0	0.00630595	0.179946	0
KRR1	0.381156	0.226222	0.412841	0.436278	1.11799	0.254918	0.0995154	0.812198	0.00468478	0	0.398616	0.200152	0
KRT10	0.301822	0.207641	0.722395	0.221055	0.204572	0.437302	0.102142	0.371775	0	0	0.257592	0.31018	0
KRT14	0	0	0	0	0	0	0	0	0	0	5.87177e-05	0.000953805	0
KRT18	0	0	0	0.053452	0	1.63869e-05	0	0	0	0	0.604626	0.46797	0
KRT18P55	0	0	0	0	0	0	0	0	0	0	0.000450121	0	0
KRT222	0	0	0	0.0626842	0	0.145107	0	0	0	0	0	0	0.180439
KRT24	0	0	0	5.89248e-05	0	0.00811531	0	0	0	0	0	0	0
KRT25	0	0	0	0	0	0.00285305	0	0	0	0	0	0	0
KRT27	0	0.000364921	0	0	0	0.0972459	0	0	0	0	0	0	0
KRT7	0	0	0	0	0	0	0	0	0	0	0	0.501295	0
KRT8	0	0	0	0.0468375	0	7.46949e-05	0.073557	0.000612138	0	0	0.0961779	0.192192	0
KRT80	0	0	0	0	0	0	0	0	0	0	0.000237742	0.00395622	0
KRT86	0	0	0	0	0	0	0.024557	0	0.824982	0	0	0	0
KRTCAP2	0.24196	0.228586	0.0977306	0.302312	0.172335	0.270935	0.0334013	0	0.576397	0	0.258946	0.204102	0.067106
KSR1	0.000172322	0	0.0622166	0.0519114	0	0.0312155	0.000311498	0.204983	0	0	0	0	0.000925074
KTI12	0	0	0.13888	0.0181955	0	0.0330398	0.0785913	0	0	0	0.056979	0	0
KTN1	0.565493	0.863345	1.2958	1.10251	1.20562	0.590698	0.652648	0.265367	0.888441	0	0.643914	0.846126	1.76237
KXD1	0.17328	0.119825	0	0.134226	0	0.362711	0.0760555	0.226212	0	0	0.338074	0.238978	0
KYNU	0	0	0	0	0	0.00335829	0.230311	0	0	0	0.000351541	0	0
L1TD1	0	0	0	0	0	0.0167499	0.00176308	0	0	0	0.00525456	0	0
L2HGDH	0	0.000227816	0	0	0	0.0238113	0.0203628	0	0	0	0.0426483	0.0142723	0
L3HYPDH	0.0658369	0.112415	0.487197	0.293002	0	0.224965	0.0885015	0	0	0	0.171572	0.0701497	0.0857306
L3MBTL1	0	0	0	0	0	2.14577e-05	0.00144186	0	0.00192375	0	0	0.000460864	0
L3MBTL2	0.0265593	0	0	0.0520916	0.00315484	0.0332381	0.0971124	0	0	0	0.0935238	0.105199	0
L3MBTL3	0.0445739	0	0	0	0	0.0174634	0	0	0.00240181	0	0.00442265	0.0146142	0
L3MBTL4	0	0	0	0.0361426	0	1.84144e-05	0.0101046	0	0	0	0	0	0
LACC1	0	0	0.352733	0.00234195	0	0.00283942	0.212139	0	0	0	0.0544644	0	0
LACTB	0.000189135	0	0	0.0444525	0	0.0147761	0.196691	0	0	0	0.0726352	0.00330892	0
LACTB2	0.00811672	0	0	0.0554923	0.561851	0.201784	0.102753	0.26307	0	0	0.162782	0.236448	0
LAG3	0.0800843	0.12834	0	0	0	0	0	0	0	0	0	0	0
LAGE3	0.0579622	0.138352	0	0.07499	0.00758397	0.218789	0.0679299	0.295431	0.560968	0	0.0711337	0	0
LAIR1	0.238896	0.00895466	0	0	0	0	0.765313	0.522753	0	0	0	0.000133484	0.905359
LAMA1	0	0	0	0	0	0.0265707	0	0	0	0	0.000135181	0	0
LAMA2	0.0216437	0.00092742	0	0.0156709	0	1.57269	0.0175469	0.309997	0	0	0.0487997	0.154891	0
LAMA3	0.000216378	0	0.235609	0.107522	0.447124	0.124266	0.00270075	0.00340451	0	0	0.152154	0.0441744	0.59132
LAMA4	0.0256035	0.000356009	0.164493	0.274615	0	0.36902	0	0	0	0.0539846	0.412998	0.130651	0
LAMA5	0	0	0.57919	0.391589	0.324069	0.00211273	0.000547186	0	0	0	0.116576	0.108006	0.00369
LAMB1	0.00253165	0	0.539125	0.463467	0.78708	1.36785	0.0365012	0.389008	0	0	0.592677	0.29902	0
LAMB2	0	0	0.513458	0.842984	0.464514	0.774839	0.204173	0.000389651	0	0	0.856003	0.679414	2.30282
LAMC1	0	0	0.827091	0.248316	0.61827	1.08754	0.063264	0	0	0	0.653726	0.812307	0.000925074
LAMC2	0	0	0	0	0	0.042043	0	0	0	0	0	0	0
LAMP1	0.0777593	0.187683	0.143113	0.102259	0	0.254572	0.736844	0.00314897	0	0	0.0990201	0.220235	0.00917462
LAMP2	0.0245454	0.00399292	0.587786	0.68259	1.25328	0.920608	0.485769	0	0	0	0.208714	0.196857	0.621994
LAMTOR1	0.206908	0.078121	0.56862	0.337878	0	0.586468	0.188223	0.434885	0.513601	0	0.424552	0.580636	1.29945
LAMTOR2	0.410185	0.0822556	1.58104	0.490673	0.290205	0.385182	0.306568	0.663718	0	0	0.293078	0.29485	0.798481
LAMTOR3	0.302043	0.00420684	0.471953	0.145898	0	0.258199	0.0227239	0.0553878	0	0	0.306159	0.0939926	0
LAMTOR4	0.517005	0.480847	0.264771	0.267806	1.24987	0.671707	0.660965	0.389102	0.379125	0	0.61911	0.898367	0.41282
LAMTOR5	0.242762	0.265157	0.969593	0.509477	0.315054	0.697185	0.397064	1.24715	0.334111	0	0.57001	0.698091	0.664325
LANCL1	0	0	0.016831	0.0262804	0.212038	0.0692235	0.00379089	0	0.545697	0	0.108738	0	0
LANCL2	0.0470631	0.0191423	0	0.0351189	0	0.0219181	0.217418	0.183734	0	0	0.00239308	0	0.148679
LANCL3	0	0	0.000553314	0.0230722	0	0	0	0	0	0	0	0.0539844	0
LAP3	0.0622606	0.17542	2.0967	0.938913	0.997812	0.174914	0.649406	0.417991	0	0	0.395326	0.0313885	1.20825
LAPTM4A	0.31558	0.120404	2.28567	1.18373	0.38876	2.35636	0.42545	3.27331	0	0	1.96086	1.45539	1.7379
LAPTM4B	0.0952087	0	0.526499	0.3123	0	0.128251	0.0755851	0.000220402	0	0	0.212419	0	0
LAPTM5	1.0444	1.48599	0.538638	0.216826	0	0.00677019	2.15019	1.87318	1.91215	0	0	0	0
LARP1	0.272952	0.251701	0.328338	0.233017	0.0135762	0.541905	0.408439	0.352867	0	0	0.293897	0.263053	1.29864
LARP1B	0.0841838	0	0	0.0127908	0	0.05623	0.117962	0.251162	0	0	0.0629197	0.084551	0
LARP4	0.248369	0.000185361	0	0.107638	0.75553	0.0467827	0.344368	0.129278	0	0	0.210159	0	0.960267
LARP4B	0.0178412	0.0669307	0.243249	0.432066	0.054682	0.31395	0.410941	0.0455211	0	0	0.105708	0.0850723	0
LARP6	0	0	0	0.0112171	0	0.48691	0	0	0	0	0.0774257	0.31561	0
LARP7	0.0266419	0.0205458	0.00882601	0.168546	0.00494428	0.283651	0.195924	0.000977636	0.3162	0	0.222511	0.0819714	0.325485
LARS2	0	0.0793532	0	0.0070573	0	0.0293279	0	0	0.436881	0	4.8615e-05	0.0500896	0
LAS1L	0.166151	0	0	0.121533	0.203419	0.130043	0.0298165	0.203771	0	0	0.128068	0.219423	0
LASP1	0.101217	0.0838459	0	0.222387	0	0.185767	0.135935	0	0	0	0.259146	0.264213	0
LAT	0.0356255	0.00140614	0	0	0	0	0	0	0	0	0.000179094	0.000268589	0
LAT2	0.138239	0	0	0	0	0	0.11404	1.32636	0.000945777	0.944009	0	0.101138	0
LATS1	0.199619	0.112362	0	0.20741	0.0331621	0.253664	0.062553	0.606938	0.407669	0	0.218643	0.307966	0.249842
LATS2	0	0.0880224	0.493042	0.421468	0.13619	0.429348	0.182942	0.553093	0	0	0.516812	0.388644	0.751292
LAX1	0.0477222	0.454156	0	0	0	0	0	0.526249	0	0	0	0	0
LAYN	0	0	0	0.0884029	0	0	0	0	0	0	0	0.0944793	0
LBH	0.265429	0.343805	0	0.000609251	0	0.000189325	0	0.000204338	0.456234	0	0.690194	0.678659	0.651618
LBP	0	0	0	0	0	0.32724	0	0.154244	0	0	0	0	0
LBR	0.177909	0.000192369	0.00328805	0.232838	0	0.0666747	0.240198	0	0	0	0.0600404	0.0919679	0
LBX2-AS1	0	0	0	0	0	0.0177797	0.18186	0	0	0	0.0101796	0	0
LCA5	0	0.000364921	0	0.000495846	0	0.078031	0.0516746	0	0.00199241	0	0.0669914	0	0.841484
LCA5L	0.0724972	0	0	0	0	0.000708549	0	0	0	0	0.024893	0.0405093	0
LCAT	0.0502408	0	0	0.0698633	0	0.0288075	0.00478562	0	0	0	0.0486	0.0246672	0
LCK	0.95742	1.21397	0	0	0	0	0	0	2.8648	0	0	0	0
LCLAT1	0.0566662	0.117691	0	0.0682627	0.529434	0.0868042	0.00926095	0.519843	0.654956	0	0.364347	0.0728586	0
LCMT1	0.0694045	0	0.526335	0.0890613	0	0.304696	0.113546	0	0.0244708	0	0.102922	0.110437	0.985411
LCMT2	0	0	0	0.000924974	0	0.0357207	0	0	0	0	0.0279794	0.104249	0
LCN6	0	0	0.211219	0.160402	0.234403	0	0	0	0	0	0	0	0
LCOR	0.485	0.555762	0.452462	0.305493	0	0.243906	0.279656	0	2.25375	0	0.409642	0.396534	0.172189
LCORL	0.0195679	0.246785	0.37531	0.0402382	0	0.0499451	0.0522855	0.30049	0.608696	0	0	0	0
LCP1	0.841254	1.30464	0	0	0	0.00232526	1.06292	0.683796	1.67407	1.79112	0	0	0
LCP2	0.297239	0.42573	0.0124263	0.00456239	0	0.0410449	0.510582	0.129064	0.92529	0.415095	0	0	0
LCTL	0	0.0119603	0.000472377	0.0384687	0	0	0	0	0	0	0	0	0
LDB1	0.0673053	0.000521408	0.164457	0.00169441	0	0.0222711	0.0257191	0.235615	0	0	0.0280686	0	0
LDB2	0.000130352	0	1.33307	0.721245	0.548022	0.0730293	0	0	0.237333	0	0.171996	0	1.04015
LDB3	0	0	0	0.000374347	0	0	0	0	0	0	0.440679	0.0686197	0
LDHA	1.11007	0.940233	2.54368	1.38039	3.39027	2.71702	0.677536	1.53416	1.08772	0	2.46639	2.73035	2.19354
LDHB	0.730527	0.4807	0.616372	0.373321	0.564496	0.803723	0.285489	0.590503	0.83013	0	0.900884	0.469331	0.534326
LDHD	0	0	0	0	0	0.0497452	0	0	0	0	0	0	0
LDLR	0.0404948	0	0.00824535	0.0906301	0	0.12171	0.14817	0	0	0	0.184775	0.00867264	0
LDLRAD2	0	0	0.000472377	0.0035646	0.0185281	0.000822982	0	0	0	0	0	0.000230963	0.0018381
LDLRAD3	0	0	0	0.00058385	0	0.00849356	0.0623655	0.375629	0	0	0.0209008	8.96899e-05	0
LDLRAD4	0.108573	0.128916	0	0.0103761	0	0.0765091	0.166999	0	0.0018871	0	0.0495898	0.100684	0
LDLRAP1	0.120704	0.293923	0.316032	0.00232585	0	0.070954	0	0	0.549034	0	0.061032	0.0231926	0
LDOC1	0	0	0.290607	0.0332447	0.536896	0.0882657	0	0.0865348	0	0	0.183192	0.539697	0
LEF1	0.0894281	0.134539	0	0	0	1.87002e-05	0	0	0	0	2.94357e-05	0	0
LEF1-AS1	0.000352176	0	0	0	0	0	0	0	0	0	9.2534e-05	0	0
LEMD2	0.0492315	0.000385775	0	0	0	0.0278424	0.00842615	0	0	0	0.0777011	0	0
LEMD3	0.000276165	0.000129993	0	0.0201025	0	0.06109	0.136554	0.091302	0	0	0.0502997	0.000187886	0
LENG1	0.0594114	0.100695	0	0.0129084	0	0.0450667	0	0	0	0	0.0388718	0	0
LENG8	0.0166123	0.0892643	0.064645	0.170835	0.0991485	0.0839512	0.160245	0.0211605	0.000482675	0	0.126825	0.108044	0
LENG9	0	0.00122259	0.000446706	0.000158604	0.00135573	0.0101347	0.0299436	0	0	0	0.000557094	0.000893262	0
LEO1	0.0428741	0.361096	0	0.118133	0	0.10675	0	0.403023	0	0	0.0976738	0.0791049	0
LEPR	0	0	0	0.126265	0.315211	0.0989164	0	0	0	0	0	0	0.254301
LEPROT	0	0.200416	0.279686	1.04847	1.48205	1.02079	0.393597	0	0	0	1.18902	0.773141	1.97855
LEPROTL1	0.686224	0.585594	0.335011	0.120425	0.000452523	0.149008	0.0904548	0.0169483	0	0	0.24038	0.0240907	0
LETM1	0.249541	0.209968	0.0234517	0.239889	0.0736458	0.245483	0.0660053	0.683364	0.13402	0	0.296222	0.281513	0.378218
LETM2	0.00265492	0	0	0.000717076	0	0	0	0.26354	0.596808	0	0	0	0
LETMD1	0.000208509	0.00507658	0	0.183451	0.137934	0.368463	0.150426	0	0	0	0.0281287	0	0
LFNG	0.00981742	0.10239	0.47364	0.0885968	0.012444	0	0.147661	0.231383	0	0	0	0	0
LGALS1	0.374363	0.967294	1.06534	0.648001	1.76285	1.69794	0.765679	0	0	0	2.43659	2.7568	0
